protocol,success,hops,messages,match_error,utility,N,ttl,epsilon,alpha,metric,seed
RL-MADTSR,0,4,4,,0.0,100,10,0.5,0.05,l2,26114
Epidemic,0,20,23,,0.0,100,20,0.5,0.05,l2,26114
RandomWalk,0,0,0,,0.0,100,20,0.5,0.05,l2,26114
Heuristic-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,26114
RL-MADTSR,0,4,4,,0.0,100,20,0.5,0.05,l2,26114
Epidemic,0,30,23,,0.0,100,30,0.5,0.05,l2,26114
RandomWalk,0,0,0,,0.0,100,30,0.5,0.05,l2,26114
Heuristic-MADTSR,0,7,7,,0.0,100,30,0.5,0.05,l2,26114
RL-MADTSR,0,4,4,,0.0,100,30,0.5,0.05,l2,26114
Epidemic,0,40,23,,0.0,100,40,0.5,0.05,l2,26114
RandomWalk,0,0,0,,0.0,100,40,0.5,0.05,l2,26114
Heuristic-MADTSR,0,12,12,,0.0,100,40,0.5,0.05,l2,26114
RL-MADTSR,0,4,4,,0.0,100,40,0.5,0.05,l2,26114
Epidemic,0,10,26,,0.0,100,10,0.5,0.05,l2,71689
RandomWalk,0,3,3,,0.0,100,10,0.5,0.05,l2,71689
Heuristic-MADTSR,0,1,1,,0.0,100,10,0.5,0.05,l2,71689
RL-MADTSR,0,2,2,,0.0,100,10,0.5,0.05,l2,71689
Epidemic,0,20,26,,0.0,100,20,0.5,0.05,l2,71689
RandomWalk,0,8,8,,0.0,100,20,0.5,0.05,l2,71689
Heuristic-MADTSR,0,1,1,,0.0,100,20,0.5,0.05,l2,71689
RL-MADTSR,0,2,2,,0.0,100,20,0.5,0.05,l2,71689
Epidemic,0,30,26,,0.0,100,30,0.5,0.05,l2,71689
RandomWalk,0,2,2,,0.0,100,30,0.5,0.05,l2,71689
Heuristic-MADTSR,0,1,1,,0.0,100,30,0.5,0.05,l2,71689
RL-MADTSR,0,2,2,,0.0,100,30,0.5,0.05,l2,71689
Epidemic,0,40,26,,0.0,100,40,0.5,0.05,l2,71689
RandomWalk,0,15,15,,0.0,100,40,0.5,0.05,l2,71689
Heuristic-MADTSR,0,1,1,,0.0,100,40,0.5,0.05,l2,71689
RL-MADTSR,0,2,2,,0.0,100,40,0.5,0.05,l2,71689
Epidemic,0,10,28,,0.0,100,10,0.5,0.05,l2,78900
RandomWalk,0,4,4,,0.0,100,10,0.5,0.05,l2,78900
Heuristic-MADTSR,0,7,7,,0.0,100,10,0.5,0.05,l2,78900
RL-MADTSR,0,0,0,,0.0,100,10,0.5,0.05,l2,78900
Epidemic,0,20,28,,0.0,100,20,0.5,0.05,l2,78900
RandomWalk,0,6,6,,0.0,100,20,0.5,0.05,l2,78900
Heuristic-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,78900
RL-MADTSR,0,0,0,,0.0,100,20,0.5,0.05,l2,78900
Epidemic,0,30,28,,0.0,100,30,0.5,0.05,l2,78900
RandomWalk,0,4,4,,0.0,100,30,0.5,0.05,l2,78900
Heuristic-MADTSR,0,7,7,,0.0,100,30,0.5,0.05,l2,78900
RL-MADTSR,0,0,0,,0.0,100,30,0.5,0.05,l2,78900
Epidemic,0,40,28,,0.0,100,40,0.5,0.05,l2,78900
RandomWalk,0,4,4,,0.0,100,40,0.5,0.05,l2,78900
Heuristic-MADTSR,0,8,8,,0.0,100,40,0.5,0.05,l2,78900
RL-MADTSR,0,0,0,,0.0,100,40,0.5,0.05,l2,78900
Epidemic,0,10,28,,0.0,100,10,0.5,0.05,l2,44936
RandomWalk,0,1,1,,0.0,100,10,0.5,0.05,l2,44936
Heuristic-MADTSR,0,2,2,,0.0,100,10,0.5,0.05,l2,44936
RL-MADTSR,0,3,3,,0.0,100,10,0.5,0.05,l2,44936
Epidemic,0,20,28,,0.0,100,20,0.5,0.05,l2,44936
RandomWalk,0,1,1,,0.0,100,20,0.5,0.05,l2,44936
Heuristic-MADTSR,0,2,2,,0.0,100,20,0.5,0.05,l2,44936
RL-MADTSR,0,3,3,,0.0,100,20,0.5,0.05,l2,44936
Epidemic,0,30,28,,0.0,100,30,0.5,0.05,l2,44936
RandomWalk,0,1,1,,0.0,100,30,0.5,0.05,l2,44936
Heuristic-MADTSR,0,2,2,,0.0,100,30,0.5,0.05,l2,44936
RL-MADTSR,0,3,3,,0.0,100,30,0.5,0.05,l2,44936
Epidemic,0,40,28,,0.0,100,40,0.5,0.05,l2,44936
RandomWalk,0,1,1,,0.0,100,40,0.5,0.05,l2,44936
Heuristic-MADTSR,0,2,2,,0.0,100,40,0.5,0.05,l2,44936
RL-MADTSR,0,3,3,,0.0,100,40,0.5,0.05,l2,44936
Epidemic,0,10,2,,0.0,100,10,0.5,0.05,l2,73691
RandomWalk,0,6,6,,0.0,100,10,0.5,0.05,l2,73691
Heuristic-MADTSR,0,8,8,,0.0,100,10,0.5,0.05,l2,73691
RL-MADTSR,0,3,3,,0.0,100,10,0.5,0.05,l2,73691
Epidemic,0,20,2,,0.0,100,20,0.5,0.05,l2,73691
RandomWalk,0,6,6,,0.0,100,20,0.5,0.05,l2,73691
Heuristic-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,73691
RL-MADTSR,0,3,3,,0.0,100,20,0.5,0.05,l2,73691
Epidemic,0,30,2,,0.0,100,30,0.5,0.05,l2,73691
RandomWalk,0,11,11,,0.0,100,30,0.5,0.05,l2,73691
Heuristic-MADTSR,0,9,9,,0.0,100,30,0.5,0.05,l2,73691
RL-MADTSR,0,3,3,,0.0,100,30,0.5,0.05,l2,73691
Epidemic,0,40,2,,0.0,100,40,0.5,0.05,l2,73691
RandomWalk,0,3,3,,0.0,100,40,0.5,0.05,l2,73691
Heuristic-MADTSR,0,7,7,,0.0,100,40,0.5,0.05,l2,73691
RL-MADTSR,0,3,3,,0.0,100,40,0.5,0.05,l2,73691
Epidemic,0,10,52,,0.0,100,10,0.5,0.05,l2,27224
RandomWalk,0,5,5,,0.0,100,10,0.5,0.05,l2,27224
Heuristic-MADTSR,0,10,10,,0.0,100,10,0.5,0.05,l2,27224
RL-MADTSR,0,9,9,,0.0,100,10,0.5,0.05,l2,27224
Epidemic,0,20,57,,0.0,100,20,0.5,0.05,l2,27224
RandomWalk,0,5,5,,0.0,100,20,0.5,0.05,l2,27224
Heuristic-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,27224
RL-MADTSR,0,9,9,,0.0,100,20,0.5,0.05,l2,27224
Epidemic,0,30,57,,0.0,100,30,0.5,0.05,l2,27224
RandomWalk,0,2,2,,0.0,100,30,0.5,0.05,l2,27224
Heuristic-MADTSR,0,19,19,,0.0,100,30,0.5,0.05,l2,27224
RL-MADTSR,0,9,9,,0.0,100,30,0.5,0.05,l2,27224
Epidemic,0,40,57,,0.0,100,40,0.5,0.05,l2,27224
RandomWalk,0,12,12,,0.0,100,40,0.5,0.05,l2,27224
Heuristic-MADTSR,0,18,18,,0.0,100,40,0.5,0.05,l2,27224
RL-MADTSR,0,9,9,,0.0,100,40,0.5,0.05,l2,27224
Epidemic,0,10,9,,0.0,100,10,0.5,0.05,l2,7925
RandomWalk,0,3,3,,0.0,100,10,0.5,0.05,l2,7925
Heuristic-MADTSR,0,8,8,,0.0,100,10,0.5,0.05,l2,7925
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.05,l2,7925
Epidemic,0,20,9,,0.0,100,20,0.5,0.05,l2,7925
RandomWalk,0,3,3,,0.0,100,20,0.5,0.05,l2,7925
Heuristic-MADTSR,0,10,10,,0.0,100,20,0.5,0.05,l2,7925
RL-MADTSR,0,13,13,,0.0,100,20,0.5,0.05,l2,7925
Epidemic,0,30,9,,0.0,100,30,0.5,0.05,l2,7925
RandomWalk,0,3,3,,0.0,100,30,0.5,0.05,l2,7925
Heuristic-MADTSR,0,9,9,,0.0,100,30,0.5,0.05,l2,7925
RL-MADTSR,0,13,13,,0.0,100,30,0.5,0.05,l2,7925
Epidemic,0,40,9,,0.0,100,40,0.5,0.05,l2,7925
RandomWalk,0,2,2,,0.0,100,40,0.5,0.05,l2,7925
Heuristic-MADTSR,0,13,13,,0.0,100,40,0.5,0.05,l2,7925
RL-MADTSR,0,13,13,,0.0,100,40,0.5,0.05,l2,7925
Epidemic,0,10,61,,0.0,100,10,0.5,0.05,l2,9639
RandomWalk,0,5,5,,0.0,100,10,0.5,0.05,l2,9639
Heuristic-MADTSR,0,3,3,,0.0,100,10,0.5,0.05,l2,9639
RL-MADTSR,0,3,3,,0.0,100,10,0.5,0.05,l2,9639
Epidemic,0,20,61,,0.0,100,20,0.5,0.05,l2,9639
RandomWalk,0,10,10,,0.0,100,20,0.5,0.05,l2,9639
Heuristic-MADTSR,0,9,9,,0.0,100,20,0.5,0.05,l2,9639
RL-MADTSR,0,3,3,,0.0,100,20,0.5,0.05,l2,9639
Epidemic,0,30,61,,0.0,100,30,0.5,0.05,l2,9639
RandomWalk,0,6,6,,0.0,100,30,0.5,0.05,l2,9639
Heuristic-MADTSR,0,8,8,,0.0,100,30,0.5,0.05,l2,9639
RL-MADTSR,0,3,3,,0.0,100,30,0.5,0.05,l2,9639
Epidemic,0,40,61,,0.0,100,40,0.5,0.05,l2,9639
RandomWalk,0,24,24,,0.0,100,40,0.5,0.05,l2,9639
Heuristic-MADTSR,0,7,7,,0.0,100,40,0.5,0.05,l2,9639
RL-MADTSR,0,3,3,,0.0,100,40,0.5,0.05,l2,9639
Epidemic,0,10,43,,0.0,100,10,0.5,0.05,l2,44702
RandomWalk,0,2,2,,0.0,100,10,0.5,0.05,l2,44702
Heuristic-MADTSR,0,6,6,,0.0,100,10,0.5,0.05,l2,44702
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.05,l2,44702
Epidemic,0,20,61,,0.0,100,20,0.5,0.05,l2,44702
RandomWalk,0,6,6,,0.0,100,20,0.5,0.05,l2,44702
Heuristic-MADTSR,0,5,5,,0.0,100,20,0.5,0.05,l2,44702
RL-MADTSR,0,10,10,,0.0,100,20,0.5,0.05,l2,44702
Epidemic,0,30,61,,0.0,100,30,0.5,0.05,l2,44702
RandomWalk,0,2,2,,0.0,100,30,0.5,0.05,l2,44702
Heuristic-MADTSR,0,4,4,,0.0,100,30,0.5,0.05,l2,44702
RL-MADTSR,0,10,10,,0.0,100,30,0.5,0.05,l2,44702
Epidemic,0,40,61,,0.0,100,40,0.5,0.05,l2,44702
RandomWalk,0,7,7,,0.0,100,40,0.5,0.05,l2,44702
Heuristic-MADTSR,0,5,5,,0.0,100,40,0.5,0.05,l2,44702
RL-MADTSR,0,10,10,,0.0,100,40,0.5,0.05,l2,44702
Epidemic,0,10,0,,0.0,100,10,0.5,0.05,l2,90260
RandomWalk,0,2,2,,0.0,100,10,0.5,0.05,l2,90260
Heuristic-MADTSR,0,5,5,,0.0,100,10,0.5,0.05,l2,90260
RL-MADTSR,0,3,3,,0.0,100,10,0.5,0.05,l2,90260
Epidemic,0,20,0,,0.0,100,20,0.5,0.05,l2,90260
RandomWalk,0,2,2,,0.0,100,20,0.5,0.05,l2,90260
Heuristic-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,90260
RL-MADTSR,0,3,3,,0.0,100,20,0.5,0.05,l2,90260
Epidemic,0,30,0,,0.0,100,30,0.5,0.05,l2,90260
RandomWalk,0,2,2,,0.0,100,30,0.5,0.05,l2,90260
Heuristic-MADTSR,0,5,5,,0.0,100,30,0.5,0.05,l2,90260
RL-MADTSR,0,3,3,,0.0,100,30,0.5,0.05,l2,90260
Epidemic,0,40,0,,0.0,100,40,0.5,0.05,l2,90260
RandomWalk,0,2,2,,0.0,100,40,0.5,0.05,l2,90260
Heuristic-MADTSR,0,3,3,,0.0,100,40,0.5,0.05,l2,90260
RL-MADTSR,0,3,3,,0.0,100,40,0.5,0.05,l2,90260
Epidemic,0,10,9,,0.0,100,10,0.5,0.05,l2,12757
RandomWalk,0,1,1,,0.0,100,10,0.5,0.05,l2,12757
Heuristic-MADTSR,0,6,6,,0.0,100,10,0.5,0.05,l2,12757
RL-MADTSR,0,6,6,,0.0,100,10,0.5,0.05,l2,12757
Epidemic,0,20,9,,0.0,100,20,0.5,0.05,l2,12757
RandomWalk,0,1,1,,0.0,100,20,0.5,0.05,l2,12757
Heuristic-MADTSR,0,2,2,,0.0,100,20,0.5,0.05,l2,12757
RL-MADTSR,0,6,6,,0.0,100,20,0.5,0.05,l2,12757
Epidemic,0,30,9,,0.0,100,30,0.5,0.05,l2,12757
RandomWalk,0,1,1,,0.0,100,30,0.5,0.05,l2,12757
Heuristic-MADTSR,0,2,2,,0.0,100,30,0.5,0.05,l2,12757
RL-MADTSR,0,6,6,,0.0,100,30,0.5,0.05,l2,12757
Epidemic,0,40,9,,0.0,100,40,0.5,0.05,l2,12757
RandomWalk,0,1,1,,0.0,100,40,0.5,0.05,l2,12757
Heuristic-MADTSR,0,8,8,,0.0,100,40,0.5,0.05,l2,12757
RL-MADTSR,0,6,6,,0.0,100,40,0.5,0.05,l2,12757
Epidemic,0,10,38,,0.0,100,10,0.5,0.05,l2,45577
RandomWalk,0,10,10,,0.0,100,10,0.5,0.05,l2,45577
Heuristic-MADTSR,0,0,0,,0.0,100,10,0.5,0.05,l2,45577
RL-MADTSR,0,5,5,,0.0,100,10,0.5,0.05,l2,45577
Epidemic,0,20,69,,0.0,100,20,0.5,0.05,l2,45577
RandomWalk,0,10,10,,0.0,100,20,0.5,0.05,l2,45577
Heuristic-MADTSR,0,0,0,,0.0,100,20,0.5,0.05,l2,45577
RL-MADTSR,0,5,5,,0.0,100,20,0.5,0.05,l2,45577
Epidemic,0,30,82,,0.0,100,30,0.5,0.05,l2,45577
RandomWalk,0,9,9,,0.0,100,30,0.5,0.05,l2,45577
Heuristic-MADTSR,0,0,0,,0.0,100,30,0.5,0.05,l2,45577
RL-MADTSR,0,5,5,,0.0,100,30,0.5,0.05,l2,45577
Epidemic,0,40,82,,0.0,100,40,0.5,0.05,l2,45577
RandomWalk,0,6,6,,0.0,100,40,0.5,0.05,l2,45577
Heuristic-MADTSR,0,0,0,,0.0,100,40,0.5,0.05,l2,45577
RL-MADTSR,0,5,5,,0.0,100,40,0.5,0.05,l2,45577
Epidemic,0,10,53,,0.0,100,10,0.5,0.05,l2,70403
RandomWalk,0,9,9,,0.0,100,10,0.5,0.05,l2,70403
Heuristic-MADTSR,0,4,4,,0.0,100,10,0.5,0.05,l2,70403
RL-MADTSR,0,9,9,,0.0,100,10,0.5,0.05,l2,70403
Epidemic,0,20,66,,0.0,100,20,0.5,0.05,l2,70403
RandomWalk,0,14,14,,0.0,100,20,0.5,0.05,l2,70403
Heuristic-MADTSR,0,5,5,,0.0,100,20,0.5,0.05,l2,70403
RL-MADTSR,0,9,9,,0.0,100,20,0.5,0.05,l2,70403
Epidemic,0,30,66,,0.0,100,30,0.5,0.05,l2,70403
RandomWalk,0,19,19,,0.0,100,30,0.5,0.05,l2,70403
Heuristic-MADTSR,0,5,5,,0.0,100,30,0.5,0.05,l2,70403
RL-MADTSR,0,9,9,,0.0,100,30,0.5,0.05,l2,70403
Epidemic,0,40,66,,0.0,100,40,0.5,0.05,l2,70403
RandomWalk,0,13,13,,0.0,100,40,0.5,0.05,l2,70403
Heuristic-MADTSR,0,6,6,,0.0,100,40,0.5,0.05,l2,70403
RL-MADTSR,0,9,9,,0.0,100,40,0.5,0.05,l2,70403
Epidemic,0,10,3,,0.0,100,10,0.5,0.05,l2,20236
RandomWalk,0,10,10,,0.0,100,10,0.5,0.05,l2,20236
Heuristic-MADTSR,0,10,10,,0.0,100,10,0.5,0.05,l2,20236
RL-MADTSR,0,9,9,,0.0,100,10,0.5,0.05,l2,20236
Epidemic,0,20,3,,0.0,100,20,0.5,0.05,l2,20236
RandomWalk,0,14,14,,0.0,100,20,0.5,0.05,l2,20236
Heuristic-MADTSR,0,11,11,,0.0,100,20,0.5,0.05,l2,20236
RL-MADTSR,0,9,9,,0.0,100,20,0.5,0.05,l2,20236
Epidemic,0,30,3,,0.0,100,30,0.5,0.05,l2,20236
RandomWalk,0,5,5,,0.0,100,30,0.5,0.05,l2,20236
Heuristic-MADTSR,0,11,11,,0.0,100,30,0.5,0.05,l2,20236
RL-MADTSR,0,9,9,,0.0,100,30,0.5,0.05,l2,20236
Epidemic,0,40,3,,0.0,100,40,0.5,0.05,l2,20236
RandomWalk,0,4,4,,0.0,100,40,0.5,0.05,l2,20236
Heuristic-MADTSR,0,12,12,,0.0,100,40,0.5,0.05,l2,20236
RL-MADTSR,0,9,9,,0.0,100,40,0.5,0.05,l2,20236
Epidemic,0,10,8,,0.0,100,10,0.5,0.05,l2,72161
RandomWalk,0,1,1,,0.0,100,10,0.5,0.05,l2,72161
Heuristic-MADTSR,0,7,7,,0.0,100,10,0.5,0.05,l2,72161
RL-MADTSR,0,7,7,,0.0,100,10,0.5,0.05,l2,72161
Epidemic,0,20,8,,0.0,100,20,0.5,0.05,l2,72161
RandomWalk,0,1,1,,0.0,100,20,0.5,0.05,l2,72161
Heuristic-MADTSR,0,4,4,,0.0,100,20,0.5,0.05,l2,72161
RL-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,72161
Epidemic,0,30,8,,0.0,100,30,0.5,0.05,l2,72161
RandomWalk,0,1,1,,0.0,100,30,0.5,0.05,l2,72161
Heuristic-MADTSR,0,8,8,,0.0,100,30,0.5,0.05,l2,72161
RL-MADTSR,0,7,7,,0.0,100,30,0.5,0.05,l2,72161
Epidemic,0,40,8,,0.0,100,40,0.5,0.05,l2,72161
RandomWalk,0,1,1,,0.0,100,40,0.5,0.05,l2,72161
Heuristic-MADTSR,0,8,8,,0.0,100,40,0.5,0.05,l2,72161
RL-MADTSR,0,7,7,,0.0,100,40,0.5,0.05,l2,72161
Epidemic,0,10,8,,0.0,100,10,0.5,0.05,l2,30595
RandomWalk,0,10,10,,0.0,100,10,0.5,0.05,l2,30595
Heuristic-MADTSR,0,7,7,,0.0,100,10,0.5,0.05,l2,30595
RL-MADTSR,0,5,5,,0.0,100,10,0.5,0.05,l2,30595
Epidemic,0,20,8,,0.0,100,20,0.5,0.05,l2,30595
RandomWalk,0,8,8,,0.0,100,20,0.5,0.05,l2,30595
Heuristic-MADTSR,0,8,8,,0.0,100,20,0.5,0.05,l2,30595
RL-MADTSR,0,5,5,,0.0,100,20,0.5,0.05,l2,30595
Epidemic,0,30,8,,0.0,100,30,0.5,0.05,l2,30595
RandomWalk,0,12,12,,0.0,100,30,0.5,0.05,l2,30595
Heuristic-MADTSR,0,13,13,,0.0,100,30,0.5,0.05,l2,30595
RL-MADTSR,0,5,5,,0.0,100,30,0.5,0.05,l2,30595
Epidemic,0,40,8,,0.0,100,40,0.5,0.05,l2,30595
RandomWalk,0,13,13,,0.0,100,40,0.5,0.05,l2,30595
Heuristic-MADTSR,0,14,14,,0.0,100,40,0.5,0.05,l2,30595
RL-MADTSR,0,5,5,,0.0,100,40,0.5,0.05,l2,30595
Epidemic,0,10,25,,0.0,100,10,0.5,0.05,l2,80866
RandomWalk,0,9,9,,0.0,100,10,0.5,0.05,l2,80866
Heuristic-MADTSR,0,1,1,,0.0,100,10,0.5,0.05,l2,80866
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.05,l2,80866
Epidemic,0,20,25,,0.0,100,20,0.5,0.05,l2,80866
RandomWalk,0,7,7,,0.0,100,20,0.5,0.05,l2,80866
Heuristic-MADTSR,0,1,1,,0.0,100,20,0.5,0.05,l2,80866
RL-MADTSR,0,12,12,,0.0,100,20,0.5,0.05,l2,80866
Epidemic,0,30,25,,0.0,100,30,0.5,0.05,l2,80866
RandomWalk,0,7,7,,0.0,100,30,0.5,0.05,l2,80866
Heuristic-MADTSR,0,1,1,,0.0,100,30,0.5,0.05,l2,80866
RL-MADTSR,0,12,12,,0.0,100,30,0.5,0.05,l2,80866
Epidemic,0,40,25,,0.0,100,40,0.5,0.05,l2,80866
RandomWalk,0,10,10,,0.0,100,40,0.5,0.05,l2,80866
Heuristic-MADTSR,0,1,1,,0.0,100,40,0.5,0.05,l2,80866
RL-MADTSR,0,12,12,,0.0,100,40,0.5,0.05,l2,80866
Epidemic,0,10,10,,0.0,100,10,0.5,0.05,l2,57921
RandomWalk,0,0,0,,0.0,100,10,0.5,0.05,l2,57921
Heuristic-MADTSR,0,3,3,,0.0,100,10,0.5,0.05,l2,57921
RL-MADTSR,0,5,5,,0.0,100,10,0.5,0.05,l2,57921
Epidemic,0,20,10,,0.0,100,20,0.5,0.05,l2,57921
RandomWalk,0,0,0,,0.0,100,20,0.5,0.05,l2,57921
Heuristic-MADTSR,0,5,5,,0.0,100,20,0.5,0.05,l2,57921
RL-MADTSR,0,5,5,,0.0,100,20,0.5,0.05,l2,57921
Epidemic,0,30,10,,0.0,100,30,0.5,0.05,l2,57921
RandomWalk,0,0,0,,0.0,100,30,0.5,0.05,l2,57921
Heuristic-MADTSR,0,5,5,,0.0,100,30,0.5,0.05,l2,57921
RL-MADTSR,0,5,5,,0.0,100,30,0.5,0.05,l2,57921
Epidemic,0,40,10,,0.0,100,40,0.5,0.05,l2,57921
RandomWalk,0,0,0,,0.0,100,40,0.5,0.05,l2,57921
Heuristic-MADTSR,0,5,5,,0.0,100,40,0.5,0.05,l2,57921
RL-MADTSR,0,5,5,,0.0,100,40,0.5,0.05,l2,57921
Epidemic,1,9,58,0.48541901106676266,0.046253523657556084,100,10,0.5,0.05,l2,54690
RandomWalk,0,10,10,,0.0,100,10,0.5,0.05,l2,54690
Heuristic-MADTSR,0,1,1,,0.0,100,10,0.5,0.05,l2,54690
RL-MADTSR,0,7,7,,0.0,100,10,0.5,0.05,l2,54690
Epidemic,1,9,58,0.48541901106676266,0.046253523657556084,100,20,0.5,0.05,l2,54690
RandomWalk,0,19,19,,0.0,100,20,0.5,0.05,l2,54690
Heuristic-MADTSR,0,1,1,,0.0,100,20,0.5,0.05,l2,54690
RL-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,54690
Epidemic,1,9,58,0.48541901106676266,0.046253523657556084,100,30,0.5,0.05,l2,54690
RandomWalk,0,9,9,,0.0,100,30,0.5,0.05,l2,54690
Heuristic-MADTSR,0,1,1,,0.0,100,30,0.5,0.05,l2,54690
RL-MADTSR,0,7,7,,0.0,100,30,0.5,0.05,l2,54690
Epidemic,1,9,58,0.48541901106676266,0.046253523657556084,100,40,0.5,0.05,l2,54690
RandomWalk,0,16,16,,0.0,100,40,0.5,0.05,l2,54690
Heuristic-MADTSR,0,1,1,,0.0,100,40,0.5,0.05,l2,54690
RL-MADTSR,0,7,7,,0.0,100,40,0.5,0.05,l2,54690
Epidemic,0,10,53,,0.0,100,10,0.5,0.05,l2,17677
RandomWalk,0,2,2,,0.0,100,10,0.5,0.05,l2,17677
Heuristic-MADTSR,0,3,3,,0.0,100,10,0.5,0.05,l2,17677
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.05,l2,17677
Epidemic,0,20,75,,0.0,100,20,0.5,0.05,l2,17677
RandomWalk,0,2,2,,0.0,100,20,0.5,0.05,l2,17677
Heuristic-MADTSR,0,3,3,,0.0,100,20,0.5,0.05,l2,17677
RL-MADTSR,0,20,20,,0.0,100,20,0.5,0.05,l2,17677
Epidemic,0,30,75,,0.0,100,30,0.5,0.05,l2,17677
RandomWalk,0,2,2,,0.0,100,30,0.5,0.05,l2,17677
Heuristic-MADTSR,0,3,3,,0.0,100,30,0.5,0.05,l2,17677
RL-MADTSR,0,22,22,,0.0,100,30,0.5,0.05,l2,17677
Epidemic,0,40,75,,0.0,100,40,0.5,0.05,l2,17677
RandomWalk,0,2,2,,0.0,100,40,0.5,0.05,l2,17677
Heuristic-MADTSR,0,3,3,,0.0,100,40,0.5,0.05,l2,17677
RL-MADTSR,0,22,22,,0.0,100,40,0.5,0.05,l2,17677
Epidemic,0,10,2,,0.0,100,10,0.5,0.05,l2,46320
RandomWalk,0,6,6,,0.0,100,10,0.5,0.05,l2,46320
Heuristic-MADTSR,0,2,2,,0.0,100,10,0.5,0.05,l2,46320
RL-MADTSR,0,1,1,,0.0,100,10,0.5,0.05,l2,46320
Epidemic,0,20,2,,0.0,100,20,0.5,0.05,l2,46320
RandomWalk,0,14,14,,0.0,100,20,0.5,0.05,l2,46320
Heuristic-MADTSR,0,2,2,,0.0,100,20,0.5,0.05,l2,46320
RL-MADTSR,0,1,1,,0.0,100,20,0.5,0.05,l2,46320
Epidemic,0,30,2,,0.0,100,30,0.5,0.05,l2,46320
RandomWalk,0,6,6,,0.0,100,30,0.5,0.05,l2,46320
Heuristic-MADTSR,0,2,2,,0.0,100,30,0.5,0.05,l2,46320
RL-MADTSR,0,1,1,,0.0,100,30,0.5,0.05,l2,46320
Epidemic,0,40,2,,0.0,100,40,0.5,0.05,l2,46320
RandomWalk,0,2,2,,0.0,100,40,0.5,0.05,l2,46320
Heuristic-MADTSR,0,1,1,,0.0,100,40,0.5,0.05,l2,46320
RL-MADTSR,0,1,1,,0.0,100,40,0.5,0.05,l2,46320
Epidemic,0,10,27,,0.0,100,10,0.5,0.05,l2,85661
RandomWalk,0,9,9,,0.0,100,10,0.5,0.05,l2,85661
Heuristic-MADTSR,0,7,7,,0.0,100,10,0.5,0.05,l2,85661
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.05,l2,85661
Epidemic,0,20,27,,0.0,100,20,0.5,0.05,l2,85661
RandomWalk,0,3,3,,0.0,100,20,0.5,0.05,l2,85661
Heuristic-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,85661
RL-MADTSR,0,10,10,,0.0,100,20,0.5,0.05,l2,85661
Epidemic,0,30,27,,0.0,100,30,0.5,0.05,l2,85661
RandomWalk,0,15,15,,0.0,100,30,0.5,0.05,l2,85661
Heuristic-MADTSR,0,12,12,,0.0,100,30,0.5,0.05,l2,85661
RL-MADTSR,0,10,10,,0.0,100,30,0.5,0.05,l2,85661
Epidemic,0,40,27,,0.0,100,40,0.5,0.05,l2,85661
RandomWalk,0,13,13,,0.0,100,40,0.5,0.05,l2,85661
Heuristic-MADTSR,0,7,7,,0.0,100,40,0.5,0.05,l2,85661
RL-MADTSR,0,10,10,,0.0,100,40,0.5,0.05,l2,85661
Epidemic,0,10,27,,0.0,100,10,0.5,0.05,l2,1952
RandomWalk,0,10,10,,0.0,100,10,0.5,0.05,l2,1952
Heuristic-MADTSR,0,2,2,,0.0,100,10,0.5,0.05,l2,1952
RL-MADTSR,0,7,7,,0.0,100,10,0.5,0.05,l2,1952
Epidemic,0,20,27,,0.0,100,20,0.5,0.05,l2,1952
RandomWalk,0,11,11,,0.0,100,20,0.5,0.05,l2,1952
Heuristic-MADTSR,0,2,2,,0.0,100,20,0.5,0.05,l2,1952
RL-MADTSR,0,7,7,,0.0,100,20,0.5,0.05,l2,1952
Epidemic,0,30,27,,0.0,100,30,0.5,0.05,l2,1952
RandomWalk,0,3,3,,0.0,100,30,0.5,0.05,l2,1952
Heuristic-MADTSR,0,4,4,,0.0,100,30,0.5,0.05,l2,1952
RL-MADTSR,0,7,7,,0.0,100,30,0.5,0.05,l2,1952
Epidemic,0,40,27,,0.0,100,40,0.5,0.05,l2,1952
RandomWalk,0,14,14,,0.0,100,40,0.5,0.05,l2,1952
Heuristic-MADTSR,0,2,2,,0.0,100,40,0.5,0.05,l2,1952
RL-MADTSR,0,7,7,,0.0,100,40,0.5,0.05,l2,1952
Epidemic,0,10,8,,0.0,100,10,0.5,0.05,l2,75851
RandomWalk,0,10,10,,0.0,100,10,0.5,0.05,l2,75851
Heuristic-MADTSR,0,2,2,,0.0,100,10,0.5,0.05,l2,75851
RL-MADTSR,0,4,4,,0.0,100,10,0.5,0.05,l2,75851
Epidemic,0,20,8,,0.0,100,20,0.5,0.05,l2,75851
